Price,Close,High,Low,Open,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Datetime,,,,,
2024-12-31 14:30:00+00:00,589.125,590.5800170898438,588.555908203125,590.239990234375,2835328
2024-12-31 14:45:00+00:00,590.0150146484375,590.1500244140625,588.7849731445312,589.1599731445312,1594006
2024-12-31 15:00:00+00:00,589.1300048828125,590.639892578125,588.1701049804688,590.010009765625,1066642
2024-12-31 15:15:00+00:00,589.6099853515625,590.5399780273438,588.8400268554688,589.1199951171875,1454773
2024-12-31 15:30:00+00:00,588.8499755859375,590.0599975585938,588.5999755859375,589.6099853515625,848505
2024-12-31 15:45:00+00:00,588.6599731445312,589.4199829101562,588.5700073242188,588.8900146484375,770323
2024-12-31 16:00:00+00:00,587.9500122070312,588.7999877929688,587.3599853515625,588.6900024414062,1114723
2024-12-31 16:15:00+00:00,586.9500122070312,588.0700073242188,586.8200073242188,587.9000244140625,838441
2024-12-31 16:30:00+00:00,587.3471069335938,587.47998046875,586.5399780273438,586.9498901367188,1006634
2024-12-31 16:45:00+00:00,587.0449829101562,587.8400268554688,586.7999877929688,587.3200073242188,861420
2024-12-31 17:00:00+00:00,586.8499755859375,587.4000244140625,586.3200073242188,587.0599975585938,956672
2024-12-31 17:15:00+00:00,585.888671875,587.280029296875,585.739990234375,586.8405151367188,931344
2024-12-31 17:30:00+00:00,585.27001953125,586.0,584.9000244140625,585.8599853515625,1641691
2024-12-31 17:45:00+00:00,587.219970703125,587.3099975585938,585.0900268554688,585.280029296875,1587300
2024-12-31 18:00:00+00:00,586.4500122070312,587.6799926757812,586.3499755859375,587.2249755859375,1217067
2024-12-31 18:15:00+00:00,585.010009765625,586.8200073242188,584.7899780273438,586.3599853515625,1162186
2024-12-31 18:30:00+00:00,585.8800048828125,586.0299072265625,584.9199829101562,585.22998046875,968418
2024-12-31 18:45:00+00:00,585.3400268554688,586.510009765625,585.3300170898438,585.8499755859375,792154
2024-12-31 19:00:00+00:00,586.4099731445312,586.5598754882812,584.5800170898438,585.3599853515625,1775369
2024-12-31 19:15:00+00:00,584.9400024414062,586.5,584.8400268554688,586.4249877929688,1435581
2024-12-31 19:30:00+00:00,585.0999755859375,585.469970703125,584.4199829101562,585.0599975585938,1730129
