Price,Close,High,Low,Open,Volume
Ticker,QQQ,QQQ,QQQ,QQQ,QQQ
Datetime,,,,,
2024-12-31 14:30:00+00:00,515.5599975585938,517.6599731445312,514.7999877929688,516.9949951171875,1287248
2024-12-31 14:45:00+00:00,516.280029296875,516.7999877929688,515.2100219726562,515.5399780273438,659213
2024-12-31 15:00:00+00:00,515.1798706054688,516.9400024414062,514.0,516.2280883789062,554204
2024-12-31 15:15:00+00:00,515.9201049804688,517.1995849609375,514.7899780273438,515.1199951171875,619418
2024-12-31 15:30:00+00:00,515.0401000976562,516.5900268554688,514.969970703125,515.959716796875,499623
2024-12-31 15:45:00+00:00,515.1079711914062,515.7899780273438,514.739990234375,515.1699829101562,217150
2024-12-31 16:00:00+00:00,514.2100830078125,515.1599731445312,513.52001953125,515.0800170898438,457597
2024-12-31 16:15:00+00:00,513.1599731445312,514.260009765625,512.9500122070312,514.1900024414062,420520
2024-12-31 16:30:00+00:00,513.8513793945312,514.0191040039062,512.8599853515625,513.1400146484375,398491
2024-12-31 16:45:00+00:00,513.87841796875,514.6400146484375,513.5800170898438,513.8300170898438,280579
2024-12-31 17:00:00+00:00,513.530029296875,514.219970703125,513.1799926757812,513.8499755859375,219105
2024-12-31 17:15:00+00:00,512.25,514.0800170898438,512.0999755859375,513.6599731445312,350758
2024-12-31 17:30:00+00:00,511.3399963378906,512.4345092773438,510.95001220703125,512.239990234375,606658
2024-12-31 17:45:00+00:00,513.469970703125,513.5599975585938,511.125,511.3699951171875,440009
2024-12-31 18:00:00+00:00,512.6699829101562,513.97998046875,512.6099243164062,513.4299926757812,415593
2024-12-31 18:15:00+00:00,511.1900939941406,513.1500244140625,511.0000915527344,512.6099853515625,377658
2024-12-31 18:30:00+00:00,511.6400146484375,511.9200134277344,510.8500061035156,511.3999938964844,343739
2024-12-31 18:45:00+00:00,511.17999267578125,512.2999877929688,511.1499938964844,511.6300048828125,252392
2024-12-31 19:00:00+00:00,512.3400268554688,512.489990234375,510.4200134277344,511.17999267578125,684195
2024-12-31 19:15:00+00:00,510.69000244140625,512.4400024414062,510.6499938964844,512.3505249023438,397876
2024-12-31 19:30:00+00:00,510.9800109863281,511.32000732421875,510.2799987792969,510.7099914550781,466475
2024-12-31 19:45:00+00:00,512.3400268554688,512.3400268554688,510.7500915527344,510.9800109863281,484425
2024-12-31 20:00:00+00:00,511.260009765625,512.77001953125,511.0400085449219,512.3300170898438,503257
2024-12-31 20:15:00+00:00,513.2899780273438,513.3300170898438,511.03900146484375,511.20001220703125,451569
2024-12-31 20:30:00+00:00,512.3099975585938,513.4600219726562,511.989990234375,512.989990234375,739566
2024-12-31 20:45:00+00:00,511.17999267578125,513.0499877929688,510.45001220703125,512.239990234375,1748714
