Date,Mean_Price,Median_Price,Std_Dev,Min_Price,Max_Price,CI_Lower,CI_Upper,Model_Count,Up_Votes,Down_Votes,Neutral_Votes,Direction,Confidence,Signal,Daily_Return,Cumulative_Return
2025-03-21 00:00:00,221.52999877929688,221.52999877929688,,221.52999877929688,221.52999877929688,,,1,0,0,1,NEUTRAL,1.0,HOLD,0.0,0.0
2025-03-22 00:00:00,218.74838079633957,218.74838079633957,,218.74838079633957,218.74838079633957,,,1,0,1,0,DOWN,1.0,SELL,-0.012556394160090911,-0.012556394160090911
2025-03-23 00:00:00,215.5856285986752,215.5856285986752,,215.5856285986752,215.5856285986752,,,1,0,1,0,DOWN,1.0,SELL,-0.01445840278291688,-0.026833251538740055
2025-03-24 00:00:00,212.85466495474185,212.85466495474185,,212.85466495474185,212.85466495474185,,,1,0,1,0,DOWN,1.0,SELL,-0.012667651650459577,-0.03916098890605768
2025-03-25 00:00:00,219.3616714542216,221.52999877929688,4.848527296338548,210.68836215392062,221.5299987792969,209.85855795339805,228.86478495504517,5,4,1,0,UP,0.8,BUY,0.030570185064364486,-0.00978796251985492
2025-03-25 20:00:00,221.52999877929688,221.52999877929688,1.6409281590473078e-14,221.52999877929685,221.52999877929688,221.52999877929685,221.5299987792969,4,4,0,0,UP,1.0,BUY,0.00988471372733768,0.0
2025-03-25 20:05:00,221.643925979247,221.5793795292147,0.1446294619446261,221.55719742840685,221.85974743015169,221.36045223383553,221.92739972465847,4,4,0,0,UP,1.0,BUY,0.0005142743672545969,0.0005142743672545969
2025-03-25 20:10:00,221.6856666238274,221.614952323461,0.16974885130937617,221.57453864756053,221.93822320082705,221.352958875261,222.01837437239377,4,1,3,0,DOWN,0.75,SELL,0.0001883229797341457,0.0007026941966699063
2025-03-25 20:15:00,221.68452905504623,221.63862843161797,0.1297990508611813,221.5855174181512,221.87534193879773,221.4301229153583,221.93893519473414,4,1,3,0,DOWN,0.75,SELL,-5.131449400841426e-06,0.000697559141429549
2025-03-25 20:20:00,221.6948219181591,221.65345047298052,0.1267501945987396,221.592415982127,221.87997074454836,221.44639153674558,221.94325229957263,4,1,3,0,DOWN,0.75,SELL,4.643022748029857e-05,0.000744021756739377
