Date,Predicted_Price,Original_Price,Model,Daily_Return,Cumulative_Return,Daily_Change,Daily_Pct_Change
2025-03-25 20:00:00,221.52999877929688,223.78895967193327,AAPL_intraday_5m_20250325_182112,0.0,0.0,,
2025-03-25 20:05:00,221.55719742840685,223.81643566806176,AAPL_intraday_5m_20250325_182112,0.00012277637006197217,0.00012277637006197217,,
2025-03-25 20:10:00,221.57453864756053,223.8339537171532,AAPL_intraday_5m_20250325_182112,7.826971705249264e-05,0.00020105569678641189,,
2025-03-25 20:15:00,221.5855174181512,223.84504443923376,AAPL_intraday_5m_20250325_182112,4.9548881643435294e-05,0.00025061454051478194,,
2025-03-25 20:20:00,221.592415982127,223.8520133484735,AAPL_intraday_5m_20250325_182112,3.113273852983767e-05,0.0002817550813616343,,
2025-03-25 20:25:00,221.59829551757008,223.8579528380569,AAPL_intraday_5m_20250325_182112,2.6533107719606264e-05,0.00030829566491918925,,
2025-03-25 20:30:00,221.60171956257287,223.86141179834792,AAPL_intraday_5m_20250325_182112,1.5451585468229112e-05,0.0003237520140442207,,
2025-03-25 20:35:00,221.6048966943703,223.86462132763788,AAPL_intraday_5m_20250325_182112,1.433712610032778e-05,0.0003380937818180385,,
2025-03-25 20:40:00,221.60757590727295,223.86732786071025,AAPL_intraday_5m_20250325_182112,1.2090043778778536e-05,0.000350187913165545,,
2025-03-25 20:45:00,221.6089959992442,223.8687624334843,AAPL_intraday_5m_20250325_182112,6.408138194080593e-06,0.00035659829541212495,,
2025-03-25 20:50:00,221.6103042299843,223.8700840043684,AAPL_intraday_5m_20250325_182112,5.903328672340891e-06,0.00036250372920121343,,
2025-03-25 20:55:00,221.61037380221345,223.8701542860317,AAPL_intraday_5m_20250325_182112,3.139395046147797e-07,0.00036281778251012753,,
2025-03-25 21:00:00,221.6108157904927,223.87060078130432,AAPL_intraday_5m_20250325_182112,1.9944385800663156e-06,0.00036481294470802617,,
2025-03-25 21:05:00,221.6110981718933,223.8708860421729,AAPL_intraday_5m_20250325_182112,1.2742221069395043e-06,0.0003660876316675665,,
2025-03-25 21:10:00,221.6112891544831,223.871078972229,AAPL_intraday_5m_20250325_182112,8.617916311681739e-07,0.0003669497387901455,,
2025-03-25 21:15:00,221.61142147813462,223.87121264519644,AAPL_intraday_5m_20250325_182112,5.970979728431303e-07,0.000367547055867945,,
2025-03-25 21:20:00,221.61151287694545,223.871304976009,AAPL_intraday_5m_20250325_182112,4.1242825044029985e-07,0.00036795963570512846,,
2025-03-25 21:25:00,221.6115797208519,223.8713725015286,AAPL_intraday_5m_20250325_182112,3.0162650643816846e-07,0.0003682613731981199,,
2025-03-25 21:30:00,221.61162473817663,223.87141797789897,AAPL_intraday_5m_20250325_182112,2.0313615745060076e-07,0.00036846458416261996,,
2025-03-25 21:35:00,221.61165611388782,223.87144967355104,AAPL_intraday_5m_20250325_182112,1.415797172832356e-07,0.0003686062160470627,,
2025-03-25 21:40:00,221.6116779404695,223.8714717227003,AAPL_intraday_5m_20250325_182112,9.849022419849973e-08,0.00036870474257533203,,
2025-03-25 21:45:00,221.6116929462444,223.87148688149043,AAPL_intraday_5m_20250325_182112,6.771202243349705e-08,0.0003687724795633507,,
2025-03-25 21:50:00,221.61170113121256,223.8714951499214,AAPL_intraday_5m_20250325_182112,3.693382799596634e-08,0.0003688094270115627,,
2025-03-25 21:55:00,221.6117093161807,223.8715034183524,AAPL_intraday_5m_20250325_182112,3.693382666369871e-08,0.00036884637445977475,,
