date,close,symbol,timeframe
2025-02-25 11:40:00,397.4901,MSFT,5min
2025-02-25 11:45:00,397.92,MSFT,5min
2025-02-25 11:50:00,398.0125,MSFT,5min
2025-02-25 11:55:00,399.38,MSFT,5min
2025-02-25 12:00:00,398.73,MSFT,5min
2025-02-25 12:05:00,398.56,MSFT,5min
2025-02-25 12:10:00,398.2211,MSFT,5min
2025-02-25 12:15:00,398.83,MSFT,5min
2025-02-25 12:20:00,398.83,MSFT,5min
2025-02-25 12:25:00,399.9515,MSFT,5min
2025-02-25 12:30:00,400.25,MSFT,5min
2025-02-25 12:35:00,400.1,MSFT,5min
2025-02-25 12:40:00,399.56,MSFT,5min
2025-02-25 12:45:00,399.3301,MSFT,5min
2025-02-25 12:50:00,399.135,MSFT,5min
2025-02-25 12:55:00,399.01,MSFT,5min
2025-02-25 13:00:00,399.455,MSFT,5min
2025-02-25 13:05:00,399.52,MSFT,5min
2025-02-25 13:10:00,398.355,MSFT,5min
2025-02-25 13:15:00,398.61,MSFT,5min
2025-02-25 13:20:00,398.86,MSFT,5min
2025-02-25 13:25:00,398.285,MSFT,5min
2025-02-25 13:30:00,398.55,MSFT,5min
2025-02-25 13:35:00,399.3,MSFT,5min
2025-02-25 13:40:00,398.9676,MSFT,5min
2025-02-25 13:45:00,399.08,MSFT,5min
2025-02-25 13:50:00,398.73,MSFT,5min
2025-02-25 13:55:00,398.47,MSFT,5min
2025-02-25 14:00:00,398.1462,MSFT,5min
2025-02-25 14:05:00,398.19,MSFT,5min
2025-02-25 14:10:00,397.67,MSFT,5min
2025-02-25 14:15:00,398.455,MSFT,5min
2025-02-25 14:20:00,397.79,MSFT,5min
2025-02-25 14:25:00,397.535,MSFT,5min
2025-02-25 14:30:00,397.539,MSFT,5min
2025-02-25 14:35:00,398.04,MSFT,5min
2025-02-25 14:40:00,397.96,MSFT,5min
2025-02-25 14:45:00,397.9552,MSFT,5min
2025-02-25 14:50:00,397.96,MSFT,5min
2025-02-25 14:55:00,398.05,MSFT,5min
2025-02-25 15:00:00,398.175,MSFT,5min
2025-02-25 15:05:00,398.2133,MSFT,5min
2025-02-25 15:10:00,398.51,MSFT,5min
2025-02-25 15:15:00,398.82,MSFT,5min
2025-02-25 15:20:00,399.16,MSFT,5min
2025-02-25 15:25:00,398.8415,MSFT,5min
2025-02-25 15:30:00,398.5033,MSFT,5min
2025-02-25 15:35:00,397.5,MSFT,5min
2025-02-25 15:40:00,397.6325,MSFT,5min
2025-02-25 15:45:00,397.92,MSFT,5min
2025-02-25 15:50:00,397.55,MSFT,5min
2025-02-25 15:55:00,397.91,MSFT,5min
2025-02-25 16:00:00,398.19,MSFT,5min
2025-02-25 16:05:00,398.62,MSFT,5min
2025-02-25 16:10:00,398.94,MSFT,5min
2025-02-25 16:15:00,398.71,MSFT,5min
2025-02-25 16:20:00,398.83,MSFT,5min
2025-02-25 16:25:00,398.89,MSFT,5min
2025-02-25 16:30:00,398.9488,MSFT,5min
2025-02-25 16:35:00,399.1,MSFT,5min
2025-02-25 16:40:00,399.09,MSFT,5min
2025-02-25 16:45:00,398.75,MSFT,5min
2025-02-25 16:50:00,398.95,MSFT,5min
2025-02-25 16:55:00,398.97,MSFT,5min
2025-02-25 17:00:00,398.93,MSFT,5min
2025-02-25 17:05:00,399.11,MSFT,5min
2025-02-25 17:10:00,398.905,MSFT,5min
2025-02-25 17:15:00,399.08,MSFT,5min
2025-02-25 17:20:00,399.2,MSFT,5min
2025-02-25 17:25:00,399.21,MSFT,5min
2025-02-25 17:30:00,399.3,MSFT,5min
2025-02-25 17:35:00,399.21,MSFT,5min
2025-02-25 17:40:00,399.31,MSFT,5min
2025-02-25 17:45:00,399.37,MSFT,5min
2025-02-25 17:50:00,399.37,MSFT,5min
2025-02-25 17:55:00,399.37,MSFT,5min
2025-02-25 18:00:00,399.3989,MSFT,5min
2025-02-25 18:05:00,399.4,MSFT,5min
2025-02-25 18:10:00,399.35,MSFT,5min
2025-02-25 18:15:00,399.085,MSFT,5min
2025-02-25 18:20:00,398.685,MSFT,5min
2025-02-25 18:25:00,398.31,MSFT,5min
2025-02-25 18:30:00,398.85,MSFT,5min
2025-02-25 18:35:00,399.0,MSFT,5min
2025-02-25 18:40:00,398.77,MSFT,5min
2025-02-25 18:45:00,398.62,MSFT,5min
2025-02-25 18:50:00,398.59,MSFT,5min
2025-02-25 18:55:00,398.4,MSFT,5min
2025-02-25 19:00:00,398.82,MSFT,5min
2025-02-25 19:05:00,398.64,MSFT,5min
2025-02-25 19:10:00,399.0,MSFT,5min
2025-02-25 19:15:00,398.6312,MSFT,5min
2025-02-25 19:20:00,399.0,MSFT,5min
2025-02-25 19:25:00,398.99,MSFT,5min
2025-02-25 19:30:00,399.25,MSFT,5min
2025-02-25 19:35:00,398.98,MSFT,5min
2025-02-25 19:40:00,398.9982,MSFT,5min
2025-02-25 19:45:00,399.2,MSFT,5min
2025-02-25 19:50:00,399.43,MSFT,5min
2025-02-25 19:55:00,399.145,MSFT,5min
