date,close,symbol,timeframe
2024-12-05 11:05:00,175.2899932861328,GOOG,5m
2024-12-05 11:10:00,175.4600067138672,GOOG,5m
2024-12-05 11:15:00,175.49000549316406,GOOG,5m
2024-12-05 11:20:00,175.60000610351562,GOOG,5m
2024-12-05 11:25:00,175.41000366210938,GOOG,5m
2024-12-05 11:30:00,175.3800048828125,GOOG,5m
2024-12-05 11:35:00,175.30999755859375,GOOG,5m
2024-12-05 11:40:00,175.17999267578125,GOOG,5m
2024-12-05 11:45:00,175.2899932861328,GOOG,5m
2024-12-05 11:50:00,175.27000427246094,GOOG,5m
2024-12-05 11:55:00,175.36000061035156,GOOG,5m
2024-12-05 12:00:00,175.2886962890625,GOOG,5m
2024-12-05 12:05:00,175.28990173339844,GOOG,5m
2024-12-05 12:10:00,175.4149932861328,GOOG,5m
2024-12-05 12:15:00,175.36000061035156,GOOG,5m
2024-12-05 12:20:00,175.35000610351562,GOOG,5m
2024-12-05 12:25:00,175.5500030517578,GOOG,5m
2024-12-05 12:30:00,175.72000122070312,GOOG,5m
2024-12-05 12:35:00,175.47999572753906,GOOG,5m
2024-12-05 12:40:00,175.39999389648438,GOOG,5m
2024-12-05 12:45:00,175.34500122070312,GOOG,5m
2024-12-05 12:50:00,175.24000549316406,GOOG,5m
2024-12-05 12:55:00,175.0955047607422,GOOG,5m
2024-12-05 13:00:00,175.0850067138672,GOOG,5m
2024-12-05 13:05:00,175.22000122070312,GOOG,5m
2024-12-05 13:10:00,175.3000030517578,GOOG,5m
2024-12-05 13:15:00,175.1999969482422,GOOG,5m
2024-12-05 13:20:00,175.14999389648438,GOOG,5m
2024-12-05 13:25:00,175.25,GOOG,5m
2024-12-05 13:30:00,175.43499755859375,GOOG,5m
2024-12-05 13:35:00,175.4199981689453,GOOG,5m
2024-12-05 13:40:00,175.41000366210938,GOOG,5m
2024-12-05 13:45:00,175.47000122070312,GOOG,5m
2024-12-05 13:50:00,175.35000610351562,GOOG,5m
2024-12-05 13:55:00,175.35000610351562,GOOG,5m
2024-12-05 14:00:00,175.27999877929688,GOOG,5m
2024-12-05 14:05:00,175.27999877929688,GOOG,5m
2024-12-05 14:10:00,175.27999877929688,GOOG,5m
2024-12-05 14:15:00,175.30999755859375,GOOG,5m
2024-12-05 14:20:00,175.33999633789062,GOOG,5m
2024-12-05 14:25:00,175.1999969482422,GOOG,5m
2024-12-05 14:30:00,175.27999877929688,GOOG,5m
2024-12-05 14:35:00,175.21029663085938,GOOG,5m
2024-12-05 14:40:00,175.05999755859375,GOOG,5m
2024-12-05 14:45:00,175.0,GOOG,5m
2024-12-05 14:50:00,175.01710510253906,GOOG,5m
2024-12-05 14:55:00,175.02000427246094,GOOG,5m
2024-12-05 15:00:00,175.01499938964844,GOOG,5m
2024-12-05 15:05:00,175.0800018310547,GOOG,5m
2024-12-05 15:10:00,175.05999755859375,GOOG,5m
2024-12-05 15:15:00,174.74000549316406,GOOG,5m
2024-12-05 15:20:00,174.7200927734375,GOOG,5m
2024-12-05 15:25:00,174.6699981689453,GOOG,5m
2024-12-05 15:30:00,174.80999755859375,GOOG,5m
2024-12-05 15:35:00,175.02000427246094,GOOG,5m
2024-12-05 15:40:00,175.07000732421875,GOOG,5m
2024-12-05 15:45:00,174.9600067138672,GOOG,5m
2024-12-05 15:50:00,174.5,GOOG,5m
2024-12-05 15:55:00,174.36000061035156,GOOG,5m
2024-12-06 09:30:00,174.2100067138672,GOOG,5m
2024-12-06 09:35:00,174.60000610351562,GOOG,5m
2024-12-06 09:40:00,174.52000427246094,GOOG,5m
2024-12-06 09:45:00,175.1707000732422,GOOG,5m
2024-12-06 09:50:00,175.74000549316406,GOOG,5m
2024-12-06 09:55:00,175.5,GOOG,5m
2024-12-06 10:00:00,175.6300048828125,GOOG,5m
2024-12-06 10:05:00,175.75999450683594,GOOG,5m
2024-12-06 10:10:00,175.72000122070312,GOOG,5m
2024-12-06 10:15:00,176.0102996826172,GOOG,5m
2024-12-06 10:20:00,175.9600067138672,GOOG,5m
2024-12-06 10:25:00,176.0,GOOG,5m
2024-12-06 10:30:00,176.06500244140625,GOOG,5m
2024-12-06 10:35:00,176.21499633789062,GOOG,5m
2024-12-06 10:40:00,176.0301055908203,GOOG,5m
2024-12-06 10:45:00,175.9250030517578,GOOG,5m
2024-12-06 10:50:00,175.58779907226562,GOOG,5m
2024-12-06 10:55:00,175.85000610351562,GOOG,5m
2024-12-06 11:00:00,175.8699951171875,GOOG,5m
2024-12-06 11:05:00,175.97500610351562,GOOG,5m
