date,close,symbol,timeframe
2025-02-24 11:00:00,180.72,GOOGL,15min
2025-02-24 11:15:00,180.6908,GOOGL,15min
2025-02-24 11:30:00,180.88,GOOGL,15min
2025-02-24 11:45:00,180.3,GOOGL,15min
2025-02-24 12:00:00,180.74,GOOGL,15min
2025-02-24 12:15:00,181.095,GOOGL,15min
2025-02-24 12:30:00,181.205,GOOGL,15min
2025-02-24 12:45:00,180.705,GOOGL,15min
2025-02-24 13:00:00,180.9584,GOOGL,15min
2025-02-24 13:15:00,181.015,GOOGL,15min
2025-02-24 13:30:00,180.875,GOOGL,15min
2025-02-24 13:45:00,180.715,GOOGL,15min
2025-02-24 14:00:00,180.75,GOOGL,15min
2025-02-24 14:15:00,180.74,GOOGL,15min
2025-02-24 14:30:00,180.53,GOOGL,15min
2025-02-24 14:45:00,180.35,GOOGL,15min
2025-02-24 15:00:00,180.45,GOOGL,15min
2025-02-24 15:15:00,180.22,GOOGL,15min
2025-02-24 15:30:00,180.15,GOOGL,15min
2025-02-24 15:45:00,179.29,GOOGL,15min
2025-02-24 16:00:00,179.36,GOOGL,15min
2025-02-24 16:15:00,179.34,GOOGL,15min
2025-02-24 16:30:00,179.21,GOOGL,15min
2025-02-24 16:45:00,179.3,GOOGL,15min
2025-02-24 17:00:00,179.19,GOOGL,15min
2025-02-24 17:15:00,179.08,GOOGL,15min
2025-02-24 17:30:00,179.16,GOOGL,15min
2025-02-24 17:45:00,179.23,GOOGL,15min
2025-02-24 18:00:00,179.39,GOOGL,15min
2025-02-24 18:15:00,179.25,GOOGL,15min
2025-02-24 18:30:00,178.95,GOOGL,15min
2025-02-24 18:45:00,178.95,GOOGL,15min
2025-02-24 19:00:00,179.28,GOOGL,15min
2025-02-24 19:15:00,179.4,GOOGL,15min
2025-02-24 19:30:00,179.31,GOOGL,15min
2025-02-24 19:45:00,179.3,GOOGL,15min
2025-02-25 04:00:00,178.63,GOOGL,15min
2025-02-25 04:15:00,178.6,GOOGL,15min
2025-02-25 04:30:00,178.3,GOOGL,15min
2025-02-25 04:45:00,178.15,GOOGL,15min
2025-02-25 05:00:00,178.18,GOOGL,15min
2025-02-25 05:15:00,178.22,GOOGL,15min
2025-02-25 05:30:00,178.18,GOOGL,15min
2025-02-25 05:45:00,178.07,GOOGL,15min
2025-02-25 06:00:00,177.94,GOOGL,15min
2025-02-25 06:15:00,178.0,GOOGL,15min
2025-02-25 06:30:00,178.27,GOOGL,15min
2025-02-25 06:45:00,178.28,GOOGL,15min
2025-02-25 07:00:00,178.2,GOOGL,15min
2025-02-25 07:15:00,178.42,GOOGL,15min
2025-02-25 07:30:00,178.43,GOOGL,15min
2025-02-25 07:45:00,178.77,GOOGL,15min
2025-02-25 08:00:00,178.7,GOOGL,15min
2025-02-25 08:15:00,178.55,GOOGL,15min
2025-02-25 08:30:00,178.41,GOOGL,15min
2025-02-25 08:45:00,178.33,GOOGL,15min
2025-02-25 09:00:00,178.4494,GOOGL,15min
2025-02-25 09:15:00,178.1,GOOGL,15min
2025-02-25 09:30:00,177.22,GOOGL,15min
2025-02-25 09:45:00,177.165,GOOGL,15min
2025-02-25 10:00:00,176.975,GOOGL,15min
2025-02-25 10:15:00,175.61,GOOGL,15min
2025-02-25 10:30:00,175.59,GOOGL,15min
2025-02-25 10:45:00,175.8,GOOGL,15min
2025-02-25 11:00:00,175.57,GOOGL,15min
2025-02-25 11:15:00,175.3033,GOOGL,15min
2025-02-25 11:30:00,175.3401,GOOGL,15min
2025-02-25 11:45:00,176.755,GOOGL,15min
2025-02-25 12:00:00,176.65,GOOGL,15min
2025-02-25 12:15:00,176.825,GOOGL,15min
2025-02-25 12:30:00,176.74,GOOGL,15min
2025-02-25 12:45:00,177.14,GOOGL,15min
2025-02-25 13:00:00,176.765,GOOGL,15min
2025-02-25 13:15:00,176.54,GOOGL,15min
2025-02-25 13:30:00,177.2,GOOGL,15min
2025-02-25 13:45:00,177.1,GOOGL,15min
2025-02-25 14:00:00,176.675,GOOGL,15min
2025-02-25 14:15:00,176.515,GOOGL,15min
2025-02-25 14:30:00,176.55,GOOGL,15min
2025-02-25 14:45:00,176.5923,GOOGL,15min
2025-02-25 15:00:00,176.425,GOOGL,15min
2025-02-25 15:15:00,176.14,GOOGL,15min
2025-02-25 15:30:00,175.93,GOOGL,15min
2025-02-25 15:45:00,175.46,GOOGL,15min
2025-02-25 16:00:00,175.7,GOOGL,15min
2025-02-25 16:15:00,175.91,GOOGL,15min
2025-02-25 16:30:00,175.84,GOOGL,15min
2025-02-25 16:45:00,175.8,GOOGL,15min
2025-02-25 17:00:00,175.93,GOOGL,15min
2025-02-25 17:15:00,176.1,GOOGL,15min
2025-02-25 17:30:00,175.8482,GOOGL,15min
2025-02-25 17:45:00,175.86,GOOGL,15min
2025-02-25 18:00:00,175.87,GOOGL,15min
2025-02-25 18:15:00,175.9,GOOGL,15min
2025-02-25 18:30:00,175.9,GOOGL,15min
2025-02-25 18:45:00,175.77,GOOGL,15min
2025-02-25 19:00:00,175.86,GOOGL,15min
2025-02-25 19:15:00,175.8999,GOOGL,15min
2025-02-25 19:30:00,176.0,GOOGL,15min
2025-02-25 19:45:00,176.0,GOOGL,15min
