,open,high,low,close,volume,symbol,timeframe,ema_9,sma_14,rsi_14,macd_line,macd_signal,macd_hist,bollinger_upper,bollinger_middle,bollinger_lower,atr_14,pct_change,log_return
2025-02-21 11:30:00,181.46,181.47,180.72,181.24,1977819,GOOGL,30min,183.07732491483597,184.1357142857143,10.71428571428656,-0.6234493696340451,-0.18257993872483025,-0.4408694309092148,186.8478835077953,184.31147,181.77505649220473,0.7416714285714302,-0.12674271229403677,-0.0012682309879950536
2025-02-21 12:00:00,181.23,181.39,180.75,181.2,1444262,GOOGL,30min,182.7018599318688,183.85857142857142,8.723404255319537,-0.7536977897674149,-0.29680350893334717,-0.4568942808340677,187.0360166404865,184.146475,181.2569333595135,0.7730999999999995,-0.022070183182532066,-0.0002207261900586099
2025-02-21 12:30:00,181.2,181.22,180.05,180.37,2014539,GOOGL,30min,182.23548794549507,183.52214285714285,7.4141048824596965,-0.9133659503874014,-0.42011599722415804,-0.4932499531632434,187.27508210638328,183.937975,180.6008678936167,0.8438142857142837,-0.4580573951434741,-0.004591096926770969
2025-02-21 13:00:00,180.4,180.7528,179.82,180.45,2221651,GOOGL,30min,181.87839035639607,183.19857142857146,8.89292196007274,-1.0216715924641733,-0.5404271162721611,-0.48124447619201216,187.37866798600072,183.72297500000002,180.06728201399932,0.9018714285714273,0.044353273826014394,0.00044343440668962906
2025-02-21 13:30:00,180.47,180.87,180.0701,180.31,1149060,GOOGL,30min,181.56471228511688,182.86285714285714,8.185053380783046,-1.1060515503025101,-0.6535520030782309,-0.4524995472242792,187.4282708924286,183.503,179.57772910757137,0.9511499999999984,-0.0775838182321853,-0.0007761393005204982
2025-02-21 14:00:00,180.31,180.6,179.91,180.08,1138058,GOOGL,30min,181.2677698280935,182.51285714285717,7.903780068728665,-1.17790420615529,-0.7584224436936428,-0.41948176246164726,187.41817167949668,183.2645,179.11082832050332,0.9868642857142841,-0.1275580943929877,-0.0012763951898001331
2025-02-21 14:30:00,180.04,180.53,179.39,179.45,1648566,GOOGL,30min,180.9042158624748,182.11642857142857,6.8429237947122346,-1.271032022494012,-0.8609443594537166,-0.4100876630402953,187.38967719230558,182.988,178.58632280769442,1.0618642857142848,-0.3498445135495465,-0.0035045790048606595
2025-02-21 15:00:00,179.45,179.75,179.08,179.72,1913103,GOOGL,30min,180.66737268997986,181.73285714285717,9.37972768532532,-1.307972254411908,-0.9503499384453549,-0.35762231596655303,187.2365659987487,182.72,178.2034340012513,1.0659142857142834,0.15045973808860413,0.0015034666083429276
2025-02-21 15:30:00,179.73,180.07,179.08,179.66,4639233,GOOGL,30min,180.46589815198388,181.32571428571427,5.4687499999999005,-1.3267946896249043,-1.0256388886812648,-0.3011558009436395,187.019435427834,182.449,177.87856457216603,0.9926999999999973,-0.033385265969287925,-0.0003339084008986497
2025-02-21 16:00:00,179.66,180.5852,179.2,179.57,11263489,GOOGL,30min,180.2867185215871,180.9257142857143,5.555555555555472,-1.3336009315767399,-1.08723129726036,-0.24636963431637993,186.75858170462632,182.1785,177.5984182953737,1.0466428571428545,-0.05009462317711044,-0.0005010717472540897
2025-02-21 16:30:00,179.56,179.66,179.37,179.5,419204,GOOGL,30min,180.12937481726968,180.585,6.398537477147983,-1.3293197714925213,-1.1356489921067923,-0.19367077938572907,186.4284931688218,181.903,177.37750683117818,0.9602142857142825,-0.03898201258561995,-0.0003898961254728893
2025-02-21 17:00:00,179.49,179.66,167.0241,179.61,16190,GOOGL,30min,180.02549985381575,180.33928571428572,10.550458715596477,-1.302041714201522,-1.1689275365257383,-0.1331141776757836,186.02656209811337,181.63449999999997,177.24243790188657,1.742064285714282,0.06128133704736971,0.0006126256770369652
2025-02-21 17:30:00,179.63,188.3872,167.4281,179.65,12619,GOOGL,30min,179.9503998830526,180.16285714285712,14.409221902017293,-1.2626410514897373,-1.1876702395185381,-0.07497081197119915,185.54234165006133,181.367,177.19165834993865,3.1485142857142825,0.022270474917873706,0.00022267995415732806
2025-02-21 18:00:00,179.65,179.77,179.44,179.5,20127,GOOGL,30min,179.8603199064421,180.02214285714285,16.835016835016845,-1.2293483265561633,-1.1960058569260632,-0.033342469630100124,184.9501845041949,181.0875,177.2248154958051,3.09877857142857,-0.08349568605622304,-0.0008353056311941992
2025-02-21 18:30:00,179.5,179.66,179.4,179.44,49001,GOOGL,30min,179.7762559251537,179.89357142857142,17.85714285714279,-1.1940409400519911,-1.1956128735512488,0.0015719334992576606,184.1500477751395,180.79149999999998,177.43295222486046,3.063778571428569,-0.03342618384400975,-0.00033431771638067184
2025-02-21 19:00:00,179.41,179.49,179.29,179.42,12534,GOOGL,30min,179.70500474012294,179.76642857142858,17.985611510791358,-1.1543665951834612,-1.1873636178776914,0.032997022694230216,183.20432668588938,180.504,177.8036733141106,3.03235,-0.011145786892563514,-0.00011146408081548815
2025-02-21 19:30:00,179.43,179.5,179.23,179.44,21315,GOOGL,30min,179.65200379209836,179.70000000000002,26.395939086294575,-1.1085320902843705,-1.1715973123590273,0.06306522207465681,182.33582811529774,180.2625,178.18917188470223,2.9680642857142874,0.011147029316682655,0.00011146408081535467
2025-02-24 04:00:00,180.0,181.5,179.57,181.24,41474,GOOGL,30min,179.9696030336787,179.75642857142856,60.70460704607058,-0.9163992777249064,-1.1205577054322031,0.20415842770729675,181.85412397064886,180.172,178.48987602935114,3.048578571428572,1.003120820329917,0.009981229586984587
2025-02-24 04:30:00,181.21,181.22,180.62,180.66,12279,GOOGL,30min,180.10768242694297,179.78142857142856,54.23728813559307,-0.8016923815290227,-1.056784640651567,0.2550922591225444,181.53369637352662,180.099,178.66430362647336,3.0357285714285718,-0.320017656146554,-0.003205308077240065
2025-02-24 05:00:00,180.65,180.95,180.49,180.56,15920,GOOGL,30min,180.19814594155437,179.81571428571428,55.99999999999974,-0.7106634186230565,-0.987560396245865,0.2768969776228085,181.356828128495,180.0535,178.75017187150502,3.019299999999999,-0.05535259603675069,-0.0005536792124171753
2025-02-24 05:30:00,180.57,180.64,180.32,180.41,7589,GOOGL,30min,180.2405167532435,179.8842857142857,63.63636363636349,-0.6432115141397503,-0.9186906198246422,0.27547910568489187,181.20438990444,180.012,178.81961009556,2.960728571428569,-0.08307487815685244,-0.0008310940445686847
2025-02-24 06:00:00,180.36,180.56,180.28,180.55,13487,GOOGL,30min,180.30241340259482,179.94357142857143,62.24188790560464,-0.5718664435145229,-0.8493257845626183,0.27745934104809544,181.06631039841602,179.9795,178.89268960158398,2.9328714285714272,0.0776010198991317,0.0007757092587552456
2025-02-24 06:30:00,180.55,180.69,180.43,180.57,15377,GOOGL,30min,180.35593072207587,180.00857142857143,63.58208955223855,-0.50785687030654,-0.7810320017114027,0.2731751314048627,181.09495965671817,179.9895,178.8840403432818,2.8807285714285706,0.011077263915804103,0.00011076650432229179
2025-02-24 07:00:00,180.56,180.64,180.22,180.58,20924,GOOGL,30min,180.4007445776607,180.0807142857143,65.44342507645257,-0.4511216563081746,-0.7150499326307571,0.26392827632258253,181.11431452124214,179.996,178.87768547875788,2.811785714285713,0.005538018496986652,5.537865154403688e-05
2025-02-24 07:30:00,180.58,182.16,180.45,182.01,116998,GOOGL,30min,180.72259566212858,180.26,77.10583153347692,-0.2874559284597922,-0.6295311317965642,0.342075203336772,181.51396380385472,180.081,178.64803619614526,2.9132142857142855,0.7918927898991956,0.007887737742982863
2025-02-24 08:00:00,182.01,183.58,179.66,183.1117,420117,GOOGL,30min,181.2004165297029,180.51012142857144,81.14449365850153,-0.06806704278417897,-0.5172383139940872,0.4491712712099082,182.20498195190768,180.232585,178.26018804809232,2.2906500000000016,0.6052964122850613,0.006034718525127776
