,open,high,low,close,volume,symbol,timeframe,ema_9,sma_14,rsi_14,macd_line,macd_signal,macd_hist,bollinger_upper,bollinger_middle,bollinger_lower,atr_14,pct_change,log_return
2024-10-28,431.655,431.94,426.3,426.59,14882444,MSFT,daily,423.5106005370843,420.6328571428571,69.73421926910304,1.7809416897614483,0.5167412435517512,1.264200446209697,428.80253984813567,419.17650000000003,409.5504601518644,6.505521428571427,-0.3643582856475591,-0.003650236872380932
2024-10-29,428.0,433.17,425.8001,431.95,17644080,MSFT,daily,425.1984804296675,421.6678571428571,72.14918985019878,2.3986137890650525,0.8931157526544116,1.505498036410641,430.92850113128026,419.7395,408.5504988687198,6.597657142857145,1.2564757729904619,0.012486476205073024
2024-10-30,437.435,438.5,432.1,432.53,29749149,MSFT,daily,426.664784343734,422.86,76.3498579096938,2.9014780971910454,1.2947882215617383,1.606689875629307,432.98768892898204,420.5095,408.03131107101797,6.757657142857146,0.13427480032410788,0.0013418473233082768
2024-10-31,415.36,416.16,406.3,406.35,53970981,MSFT,daily,422.6018274749872,422.1478571428571,41.3107896112951,1.173961779088188,1.2706229330670284,-0.09666115397884045,433.9105594121119,420.0,406.0894405878881,8.354085714285715,-6.052759346172509,-0.062436830928987566
2024-11-01,409.01,415.5,407.5,410.37,24230442,MSFT,daily,420.1554619799898,421.52142857142854,42.51323203004951,0.1277998571661101,1.0420583178868448,-0.9142584607207347,434.1867920530342,419.71549999999996,405.24420794696573,8.456228571428568,0.9892949427833031,0.009844334570248713
2024-11-04,409.8,410.415,405.5713,408.46,19672286,MSFT,daily,417.8163695839919,420.78714285714284,41.444740346205016,-0.8456637552475854,0.6645139032599587,-1.5101776585075442,434.29976316272024,419.6615,405.02323683727974,8.286492857142852,-0.46543363306285057,-0.004665201480450853
2024-11-05,408.37,414.9,408.08,411.46,17626011,MSFT,daily,416.54509566719355,420.4542857142857,46.14621237181605,-1.3593954885603239,0.25973202489590225,-1.6191275134562262,434.43777455694266,419.49899999999997,404.5602254430573,8.18363571428571,0.7344660431866101,0.007317819757072832
2024-11-06,412.42,420.45,410.52,420.18,26681842,MSFT,daily,417.27207653375484,420.70142857142855,52.52260134149897,-1.0507876387220563,-0.002371907827689451,-1.048415730894367,434.5451131345209,419.63500000000005,404.7248868654792,8.399349999999995,2.1192825548048466,0.020971380849396815
2024-11-07,421.28,426.85,419.88,425.43,19901782,MSFT,daily,418.9036612270039,421.2207142857143,55.02141179720956,-0.3782226550741825,-0.07754205727698807,-0.30068059779719447,435.1272040588261,420.11449999999996,405.1017959411738,8.655071428571429,1.2494645152077766,0.0124172312458831
2024-11-08,425.32,426.5,421.78,422.54,16891414,MSFT,daily,419.6309289816031,421.48928571428576,52.51808197160465,-0.07751535842612611,-0.07753671750681568,2.1359080689564713e-05,435.3647559174954,420.4255,405.4862440825046,8.620078571428573,-0.6793126953905437,-0.00681630526927575
2024-11-11,422.515,424.81,416.0,418.01,24503321,MSFT,daily,419.30674318528247,420.8107142857143,43.25858643201816,-0.20240262904741257,-0.10250989981493507,-0.09989272923247751,435.33724554638394,420.36899999999997,405.400754453616,8.353700000000003,-1.072087849671044,-0.010778761188517328
2024-11-12,418.25,424.44,417.2,423.03,19401204,MSFT,daily,420.05139454822597,420.6985714285714,48.91828579302739,0.10251364187939771,-0.061505191476068505,0.16401883335546621,435.576388524757,420.5835,405.590611475243,8.260128571428575,1.2009282074591399,0.01193774283367698
2024-11-13,421.64,429.325,418.21,425.2,21502185,MSFT,daily,421.0811156385808,420.73214285714283,50.31497118348745,0.5133453226126221,0.05346491134166963,0.45988041127095247,436.01118762371624,421.0375,406.0638123762838,8.79847142857143,0.5129659834999911,0.005116547950544451
2024-11-14,425.0,428.17,420.0,426.89,30246881,MSFT,daily,422.24289251086464,420.6421428571429,49.135565312843035,0.9641867212200168,0.23560927331733908,0.7285774479026778,436.5928970747775,421.546,406.4991029252225,8.825614285714291,0.39746001881466597,0.00396672233213823
2024-11-15,419.82,422.8,413.64,415.0,28247644,MSFT,daily,420.79431400869174,419.81428571428575,43.03569282538158,0.35793212786427375,0.260073844226726,0.09785828363754773,436.649434850112,421.38800000000003,406.12656514988805,9.36918571428572,-2.785260840029047,-0.028247848569232886
2024-11-18,414.87,418.4037,412.1,415.76,24742013,MSFT,daily,419.7874512069534,418.65785714285715,39.7023279480982,-0.06050588263224199,0.19595789885493242,-0.2564637814871744,436.66592580768173,421.23699999999997,405.8080741923182,9.293028571428575,0.1831325301204778,0.0018296504694880775
2024-11-19,413.11,417.94,411.55,417.79,18133529,MSFT,daily,419.38796096556274,417.60499999999996,40.79440419685238,-0.22571508307675003,0.11162330246859595,-0.337338385545346,435.95870704886875,420.75100000000003,405.5432929511313,9.281600000000001,0.48826245911102184,0.004870743238754795
2024-11-20,416.87,417.29,410.58,415.49,19191655,MSFT,daily,418.6083687724502,418.2578571428572,58.13456746173013,-0.5360560226491202,-0.01791256255494729,-0.5181434600941729,435.5634016239954,420.2955,405.0275983760046,7.923028571428579,-0.5505158093779161,-0.005520367321750931
2024-11-21,419.5,419.78,410.2887,412.87,20780162,MSFT,daily,417.4606950179602,418.4364285714286,52.28185469149324,-0.9820945818850646,-0.21074896642097074,-0.7713456154640939,435.16523738276703,419.7025,404.23976261723294,7.947407142857149,-0.6305807600664237,-0.00632577318241154
2024-11-22,411.365,417.4,411.06,417.0,24814626,MSFT,daily,417.3685560143682,419.04642857142863,57.49122807017545,-0.9909043410370941,-0.36678004134419545,-0.6241242996928986,434.1217138550063,419.145,404.16828614499366,8.054285714285717,1.0003148690871155,0.009953448364022656
2024-11-25,418.38,421.08,414.85,418.79,27691090,MSFT,daily,417.65284481149456,419.57000000000005,56.569277648324096,-0.8437221940361042,-0.4621684718825772,-0.38155372215352695,433.3158725880806,418.755,404.1941274119194,8.012142857142859,0.4292565947242366,0.004283379166561803
2024-11-26,419.585,429.0414,418.85,427.99,23458889,MSFT,daily,419.7202758491957,420.1278571428571,56.939754753865294,0.015109655540641143,-0.36671284639793356,0.3818225019385747,432.4550000075741,418.5570000000001,404.65899999242606,8.0351,2.196805081305664,0.021730229857498513
2024-11-27,425.105,427.2299,422.02,422.99,18332444,MSFT,daily,420.3742206793566,419.95357142857137,47.82220635487326,0.2889510230946257,-0.2355800724994217,0.5245310955940474,430.53910869499447,418.08000000000004,405.6208913050056,7.963671428571429,-1.1682515946634275,-0.011751292717967056
2024-11-29,420.09,424.88,417.8,423.46,16271921,MSFT,daily,420.99137654348533,420.0192857142857,50.858208955223844,0.5376990914277826,-0.08092423971398083,0.6186233311417635,430.30539094055007,418.93550000000005,407.56560905945,8.132242857142854,0.11111373791341528,0.0011105205228955624
2024-12-02,421.57,433.0,421.31,430.98,20207223,MSFT,daily,422.98910123478834,420.94571428571436,61.459621841314735,1.3263455940657423,0.2005297270419638,1.1258158670237783,431.79386255549076,419.966,408.13813744450925,8.337957142857139,1.7758465970811876,0.01760262668697498
2024-12-03,429.84,432.47,427.74,431.2,18301987,MSFT,daily,424.6312809878307,421.5292857142857,57.88762309326126,1.94666583865029,0.5497569493636291,1.396908889286661,432.6421910689752,421.10299999999995,409.5638089310247,8.158671428571425,0.05104645227156368,0.0005103342800221258
2024-12-04,433.03,439.67,432.63,437.42,26009429,MSFT,daily,427.1890247902646,422.40214285714285,60.941977077363916,2.906669838382925,1.0211395271674881,1.8855303112154367,435.14988956980807,422.401,409.65211043019195,7.9697428571428555,1.4424860853432309,0.01432181233961893
2024-12-05,437.92,444.66,436.171,442.62,21697775,MSFT,daily,430.27521983221175,423.5257142857143,63.2518955349621,4.040500096425433,1.6250116410190771,2.4154884554063556,439.08770244191214,423.52299999999997,407.9582975580878,7.992528571428571,1.1887888070961417,0.011817782189859459
2024-12-06,442.3,446.1,441.7703,443.57,18821002,MSFT,daily,432.9341758657694,425.5664285714285,79.50836604007435,4.958566536812953,2.291722620177852,2.6668439166351003,442.39210865595754,424.43,406.46789134404247,7.355364285714286,0.21463106050336744,0.0021440105708975103
2024-12-09,442.6,448.33,440.5,446.02,19144388,MSFT,daily,435.55134069261555,427.7278571428572,80.19960079840317,5.816783075158526,2.9967347111739873,2.8200483639845384,445.9562551705289,425.604,405.2517448294711,7.464385714285713,0.552336722501523,0.005508169368808566
2024-12-10,444.39,449.62,441.6,443.33,18469459,MSFT,daily,437.10707255409244,429.5521428571429,75.15760441292353,6.208299929131158,3.6390477547654214,2.5692521743657366,448.3519630583918,426.87,405.3880369416082,7.580814285714284,-0.6031119680731778,-0.0060493803415409345
