datetime,open,high,low,close,volume,symbol,timeframe,ema_9,sma_14,rsi_14,macd_line,macd_signal,macd_hist,bollinger_upper,bollinger_middle,bollinger_lower,atr_14,pct_change,log_return
2024-12-05 14:15:00,609.6699829101562,610.5499267578125,609.0700073242188,609.2100219726562,150052,META,15m,609.7815434829794,610.4002598353794,40.20240431795879,-1.1309614327853978,-0.9548474401623128,-0.17611399262308503,614.3105838362619,611.0669494628906,607.8233150895194,1.5902317592075892,-0.07708481642351162,-0.0007711454204506907
2024-12-05 14:30:00,608.8300170898438,609.7849731445312,608.7000122070312,609.0999755859375,98607,META,15m,609.645229903571,610.2745448521206,40.984693111900356,-1.127286577706741,-0.9893352676711985,-0.1379513100355424,613.8802900581336,610.8244476318359,607.7686052055383,1.5841544015066964,-0.01806378469652037,-0.0001806541639460876
2024-12-05 14:45:00,609.0800170898438,609.1699829101562,608.4201049804688,608.52001953125,160974,META,15m,609.4201878291068,610.0934753417969,37.50774505970463,-1.1578251477174035,-1.0230332436804397,-0.13479190403696384,613.7216179866896,610.6204498291015,607.5192816715135,1.5105721609933036,-0.09521524838834727,-0.0009526060690040786
2024-12-05 15:00:00,608.6199951171875,609.3599853515625,608.0238037109375,608.5499877929688,278767,META,15m,609.2461478218792,609.918474469866,37.896577717473235,-1.166166158640408,-1.0516598266724333,-0.11450633196797466,613.2193275834978,610.36044921875,607.5015708540021,1.5095868791852678,0.004924778274650876,4.924657011426884e-05
2024-12-05 15:15:00,608.5150146484375,608.7498779296875,607.0499877929688,607.3150024414062,336507,META,15m,608.8599187457846,609.6024039132254,29.159168654957313,-1.257928845857009,-1.0929136305093485,-0.1650152153476605,613.1545856459851,610.1191802978516,607.0837749497181,1.5531485421316964,-0.20293901509084167,-0.002031452153311264
2024-12-05 15:30:00,607.4199829101562,608.7388916015625,607.1900024414062,608.7000122070312,228501,META,15m,608.827937438034,609.3202558244977,32.19254220872131,-1.2050022081465386,-1.1153313460367866,-0.08967086210975195,612.8898789508314,609.9474304199218,607.0049818890122,1.5059247698102678,0.2280545944126633,0.0022779494460977126
2024-12-05 15:45:00,608.72998046875,609.5800170898438,608.010009765625,608.9199829101562,545228,META,15m,608.8463465324585,609.1223972865513,36.619494073943045,-1.13225572982617,-1.1187162227946634,-0.013539507031506526,612.7539751256913,609.8354309082031,606.9168866907148,1.4827183314732142,0.036137785233059105,0.00036131257108150503
2024-12-06 09:30:00,610.0999755859375,614.1815185546875,608.530029296875,612.0650024414062,1361560,META,15m,609.4900777142481,609.1370413643973,50.769237815630255,-0.8114726775970666,-1.0572675137551442,0.2457948361580775,612.9498833816815,609.8956817626953,606.8414801437091,1.7999747140066964,0.5164914306506008,0.0051516218864374195
2024-12-06 09:45:00,612.14501953125,619.3099975585938,612.0599975585938,619.0900268554688,805458,META,15m,611.4100675424922,609.7646092006138,73.37297321872188,0.009501435414676962,-0.8439137239211799,0.8534151593358569,615.4123773555743,610.2974334716797,605.1824895877851,2.186405726841518,1.1477578992494353,0.011412211282605826
2024-12-06 10:00:00,619.1849975585938,620.4600219726562,616.2000732421875,619.0911865234375,782541,META,15m,612.9462913386812,610.4568307059152,77.0818053740956,0.6526990024793804,-0.5445911786410679,1.1972901811204482,617.1556448848295,610.7019927978515,604.2483407108735,2.416203090122768,0.00018731814734884722,1.8731797190862467e-06
2024-12-06 10:15:00,619.2509155273438,624.3099975585938,619.2100219726562,624.010009765625,2185556,META,15m,615.15903502407,611.5843723842075,86.48085196417237,1.5415753150551836,-0.12735787990181757,1.6689331949570012,620.0974600804935,611.3154937744141,602.5335274683347,2.6056344168526784,0.7945232219844112,0.007913835057845684
